,Review,Rating,cleaned_reviews
164,"✅Verified Review|  Nairobi to Montreal via Casablanca. The initial flight was canceled last minute, and they put me on a flight two days later. No compensation in any form (rebook for another route, food vouchers, credit, class upgrade, hotel) - nothing was provided. Still waiting from them for the delay report for my travel insurance company, but no answer for 2 month already. Customer service just does not give any answers to my repeated requests. I flew many different airlines in the world, and I am not a demanding customer at all, but would sugest avoid flying with this airline.",9/10,verified review nairobi montreal via casablanca initial flight canceled last minute put flight two days later compensation form rebook another route food vouchers credit class upgrade hotel nothing provided still waiting delay report travel insurance company answer month already customer service give answers repeated requests flew many different airlines world demanding customer would sugest avoid flying airline
165,"✅Verified Review|  Montreal to Casablanca return. Ground service in Montreal, Casablance and Lisbon vague, aloof and  unhelpful. The flights themselves were smooth and comfortable, the cabin crews were efficient, courteous and knowledgeable. Food and entertainment were good. Check-in for the Casablanca - Montreal leg wasn't available, resulting in poor seats.",1/10,verified review montreal casablanca return ground service montreal casablance lisbon vague aloof unhelpful flights smooth comfortable cabin crews efficient courteous knowledgeable food entertainment good checkin casablanca montreal leg wasnt available resulting poor seats
166,"London to Marrakesh via Casablanca was a pleasant flight. The aircraft was waiting for me after I was 10 minutes late (long inspections). The food was alright. My son needed a change of nappy and one crew member helped me. Generous baggage allowance and once you arrive in Casablanca the is no hassle with baggage, as it is automatically transfered to the next flight. I advise you to have some euro or Dirham as you will be hungry waiting for the next flight and the only snack bar does not accept British pound. Flight from Casablanca to Marrakesh was quiet. Arrived on time.",5/10,london marrakesh via casablanca pleasant flight aircraft waiting minutes late long inspections food alright son needed change nappy one crew member helped generous baggage allowance arrive casablanca hassle baggage automatically transfered next flight advise euro dirham hungry waiting next flight snack bar accept british pound flight casablanca marrakesh quiet arrived time
167,"New York JFK to Marrakech via Casablanca with Royal Air Marco. I was pleasantly surprised with this airline. I had never tried it, but the recent reviews made me want to give it a whirl. Glad I did. Crew was pleasant, the trips itself was completely fine. The food was fine, nothing extraordinary. Check-in, baggage claim all quite standard and normal. Love the wine selection. All in all no complaints what so ever.",9/10,new york jfk marrakech via casablanca royal air marco pleasantly surprised airline never tried recent reviews made want give whirl glad crew pleasant trips completely fine food fine nothing extraordinary checkin baggage claim quite standard normal love wine selection complaints ever
168,"In June and August I went from Madrid to Banjul return via Casablanca. Normally I fly with Tuifly from Amsterdam, but RAM had a good deal from Madrid. I was pleasantly surprised by the friendliness of staff. Also the fact that meals and beverages are served free of charge (even on the relatively short stretch Madrid - Casablanca) was a pleasant surprise. It is a long time ago that this service was also common with Tuifly and its predecessors. I will definitely choose RAM again!",10/10,june august went madrid banjul return via casablanca normally fly tuifly amsterdam ram good deal madrid pleasantly surprised friendliness staff also fact meals beverages served free charge even relatively short stretch madrid casablanca pleasant surprise long time ago service also common tuifly predecessors definitely choose ram
169,"✅Verified Review|  Madrid to Rio de Janeiro via Casablanca. I did not believe the bad reviews before I flew but now wish that I had paid a little more and flown with someone else. The plane that we flew on (9.5 hour flight) had no TVs, my seat was broken and the overhead luggage compartments did not all stay closed during take off. The flight connecting Sao Paulo to Rio de Janeiro was cancelled: the staff refused to talk to anyone or give any information about when the next available flight would be. It then transpired that they had also lost our luggage! The staff were unhelpful and moody: the customer service department phone line is awful, I spoke to someone who hung up on me when I said that I wanted to speak to a manager and then gave a false name when I called back. A month and countless calls and emails later, we are still trying to get a cancellation certificate from the airline. Really not worth flying them.",9/10,verified review madrid rio de janeiro via casablanca believe bad reviews flew wish paid little flown someone else plane flew hour flight tvs seat broken overhead luggage compartments stay closed take flight connecting sao paulo rio de janeiro cancelled staff refused talk anyone give information next available flight would transpired also lost luggage staff unhelpful moody customer service department phone line awful spoke someone hung said wanted speak manager gave false name called back month countless calls emails later still trying get cancellation certificate airline really worth flying
170,"✅Verified Review| Paris to Bamako via Casablanca with Royal Air Maroc. Nice food. Business class seats ok. Friendly crew. The good stops there. Royal Air Maroc still has a very disorganised boarding policy, with 150 people waiting in the jetway for 30 minutes with no explanation. Casablanca airport is tired, RAM VIP lounge provides disgusting food and beverages despite a nice renovated layout. Royal Air Maroc got a nice facelift but the bad fundamentals are still there, especially when travelling to Sub-Saharan Africa.",4/10,verified review paris bamako via casablanca royal air maroc nice food business class seats ok friendly crew good stops royal air maroc still disorganised boarding policy people waiting jetway minutes explanation casablanca airport tired ram vip lounge provides disgusting food beverages despite nice renovated layout royal air maroc got nice facelift bad fundamentals still especially travelling subsaharan africa
171,"My trip was from Amsterdam to Casablanca with an Boeing 737-800. The check in at Amsterdam was quiet fast 3 check in counters. At the gate we had normal seats where we could wait at the aircraft.The aircraft was 30 minutes earlier at the gate then scheduled, whihc mean we were able to enter the aircraft earlier. Departed on time. The service offered by the crew was good, they were very kind. The meal was not bad - I've seen better. And the seat comfort was perfect for me as 1,88metres.",4/10,trip amsterdam casablanca boeing check amsterdam quiet fast check counters gate normal seats could wait aircraftthe aircraft minutes earlier gate scheduled whihc mean able enter aircraft earlier departed time service offered crew good kind meal bad ive seen better seat comfort perfect metres
172,"✅Verified Review|  Flying from Casablanca to Sal Island (Cabo Verde) on April 1st for holidays, we checked the country entry requirements with their embassy in Dakar (closest to Morocco where we live) and with Royal Air Maroc 2 weeks before the trip, and they both confirmed that visa is obtained at arrival. Also on the company website, under the visa section, they indicate that the visa is obtained at arrival. We check in for our flight, and are informed together with 15 other passengers that our luggage will be put on hold until we have customs clearance. At the customs, the officer in charge informed us that RAM has been applying a new rule for a couple of month, that they will not embark passengers without a visa on their passport, despite the fact that the visa can be obtained at arrival. They also said that we can embark if we have a clearance from the RAM lead station officer at the airport. We asked for him, but no one was able to give us either his name or to contact him. He only came after the plane took off to ask us to give him back the boarding passes (for an unkonwn reason) and then he left us there, at 1 am in the airport. A police officer at the airport told us that RAM has been consistenly refusing boarding to Moroccan citizens on this destination, despite the fact that they still communicate on the fact that visa can be obtained at arrival, even on their marketing campaigns on this destination.  Not only they treated us like cattle at the airport, but 2 weeks after the incident, and despite sending many complaints, we still have no feedback from them.",9/10,verified review flying casablanca sal island cabo verde april st holidays checked country entry requirements embassy dakar closest morocco live royal air maroc weeks trip confirmed visa obtained arrival also company website visa section indicate visa obtained arrival check flight informed together passengers luggage put hold customs clearance customs officer charge informed us ram applying new rule couple month embark passengers without visa passport despite fact visa obtained arrival also said embark clearance ram lead station officer airport asked one able give us either name contact came plane took ask us give back boarding passes unkonwn reason left us airport police officer airport told us ram consistenly refusing boarding moroccan citizens destination despite fact still communicate fact visa obtained arrival even marketing campaigns destination treated us like cattle airport weeks incident despite sending many complaints still feedback
173,"✅Verified Review|  Amsterdam to Ouarzazate via Casablanca. Royal air Maroc offers a classic flying experience, a decent product including small hot meal and bagage at affordable price. Amsterdam to Casablanca departure on time, on board generous seating for economy and new lighting system on this Boeing 737-800. Staff in friendly, but not overly. Onboard a hot meal and drinks were offered on the 3hr flight. Baggage offers 23kg free. The connecting flight to Ouarzazate left 3 hours later and was delayed by 1hr. Unfortunately the domestic terminal offers almost no facilities - eg no ATM, just 1 coffee shop, wifi free for 30 mins. On the domestic flight no service offered on these flights of 30-50 mins. Miles credited promptly and expire only after 30 months. Royal Air Maroc has a lot of new aircraft and Casablanca airport is being upgraded at the moment. I would choose this airline above many others.",1/10,verified review amsterdam ouarzazate via casablanca royal air maroc offers classic flying experience decent product including small hot meal bagage affordable price amsterdam casablanca departure time board generous seating economy new lighting system boeing staff friendly overly onboard hot meal drinks offered hr flight baggage offers kg free connecting flight ouarzazate left hours later delayed hr unfortunately domestic terminal offers almost facilities eg atm coffee shop wifi free mins domestic flight service offered flights mins miles credited promptly expire months royal air maroc lot new aircraft casablanca airport upgraded moment would choose airline many others
174,"Previous two trips, incredible long delays with no communication. Delays caused me to miss my connecting flights upon arriving in Morocco. On the way back, I missed my connecting flight home after landing at 11pm in Montreal. There were no crew in the airport to help me to get a new flight the next day or get me a hotel. My third trip this past week, Royal Air Maroc lost my luggage on arrival and had to go pick it up later next day at airport vs them delivering it to my hotel. On my return, we boarded the plane in Marrakech to Casablanca, waited for 35 mins and then needed to disembark because the pilot couldn't fly the plane. We were sent to Arrivals back in the airport, with no direction or communication on where to go. We waited until Airport Security asked us to move along and were directed to Checkin at arrivals and were told we would be taken to Casablanca via Bus and not plane. We collected our luggage and waited 30 mins for a bus to then again be told we are going to fly. We had to go through checkin and security lines all over again. It was the most chaotic experience with zero communication or direction.",8/10,previous two trips incredible long delays communication delays caused miss connecting flights upon arriving morocco way back missed connecting flight home landing pm montreal crew airport help get new flight next day get hotel third trip past week royal air maroc lost luggage arrival go pick later next day airport vs delivering hotel return boarded plane marrakech casablanca waited mins needed disembark pilot couldnt fly plane sent arrivals back airport direction communication go waited airport security asked us move along directed checkin arrivals told would taken casablanca via bus plane collected luggage waited mins bus told going fly go checkin security lines chaotic experience zero communication direction
175,"I was flying Royal Air Maroc from Marrakech to London via Casablanca, the original flight was delayed due to a problem with the flight, that's ok these things happen but we were left in the airport with no information and everyone just lied to or fobbed off, finally they got us to Casablanca where of course nearly everyone had missed the connecting flight. It took 4 hours of a hard struggle to get from Casablanca airport to a hotel. Worst day ever. Never again with RAM.",1/10,flying royal air maroc marrakech london via casablanca original flight delayed due problem flight thats ok things happen left airport information everyone lied fobbed finally got us casablanca course nearly everyone missed connecting flight took hours hard struggle get casablanca airport hotel worst day ever never ram
176,"Sao Paulo to London via Casablanca with Royal Air Maroc. The terrible journey began upon boarding when we are told the flight will be delayed by an hour. Baking hot cabin, no AC or power was available for the duration of delay. When you think things can't get possibly worst. To my surprise, it does. When we arrived at Casablanca 2 hours behind schedule, we found out the second leg of our flight has been cancelled. There were no staff waiting for us and we had to go to the office to fight for our way to the second flight. The staff were rude and unhelpful. In the end I arrived at London 24 hours late at an alternative airport. The service provided by RAM is unprofessional and did everything to the minimum standard.",1/10,sao paulo london via casablanca royal air maroc terrible journey began upon boarding told flight delayed hour baking hot cabin ac power available duration delay think things cant get possibly worst surprise arrived casablanca hours behind schedule found second leg flight cancelled staff waiting us go office fight way second flight staff rude unhelpful end arrived london hours late alternative airport service provided ram unprofessional everything minimum standard
177,"I used Royal Air Maroc from London to Casablanca and the flight was delayed 30 mins. If you have a connecting flight and are tight on time, forget it. Good luck finding a staff member that speaks communicative English. They offer 2 meal entrée options like beef or chicken, but ran out of choice for me. Rescheduling flights is a nightmare. You can't do it online as it gives you errors, and when you email them they send you an email to give them a call - when you call they don't pick up.",1/10,used royal air maroc london casablanca flight delayed mins connecting flight tight time forget good luck finding staff member speaks communicative english offer meal entre options like beef chicken ran choice rescheduling flights nightmare cant online gives errors email send email give call call dont pick
178,"It was a pleasure to fly with Royal Air Maroc from Amsterdam to Casablanca. Leg space was perfect, well kept plane. Exellent food and great staff. And this all for a great price. The only negative thing I can think of is the long time I had to spend at the Casablanca border control and collecting my luggage, but this is not all the fault of Royal Air Moroc.",2/10,pleasure fly royal air maroc amsterdam casablanca leg space perfect well kept plane exellent food great staff great price negative thing think long time spend casablanca border control collecting luggage fault royal air moroc
179,Lagos to Copenhagen via Casablanca with Royal Air Maroc was awful. I have never ever had such a bad experience with an airline. First they lose my luggage then they cancel my flight and ask me to stay in a foreign country for two days to wait for another flight! They don't answer when I call and the two claims I have sent them already has never been processed? I cannot recommend this company to anyone! You will get disappointed and when the bad luck starts you will get no help at all!,10/10,lagos copenhagen via casablanca royal air maroc awful never ever bad experience airline first lose luggage cancel flight ask stay foreign country two days wait another flight dont answer call two claims sent already never processed cannot recommend company anyone get disappointed bad luck starts get help
180,"Travelled Royal Air Maroc back from Rabat to Gatwick on New Years day.The flight left 10 minutes early and arrived nearly an hour early. The meal was fine with drinks etc. The staff were average to good. On the way there and the way home there were no duty free sales though. This is a new route to Morocco, long overdue, and saves two hours travel for me now not having to go to Casablanca.",4/10,travelled royal air maroc back rabat gatwick new years daythe flight left minutes early arrived nearly hour early meal fine drinks etc staff average good way way home duty free sales though new route morocco long overdue saves two hours travel go casablanca
181,"Accra to London Heathrow via Casablanca. I was apprehensive of flying Royal Air Maroc, however after checking in for an early morning flight from Accra, I was pleasantly surprised. The cabin crew were friendly and professional and the seating was good with plenty of leg room. We arrived early at Casablanca for the connection to Heathrow. My only negative comments are the ground staff at Casablanca airport. Lack of information, misleading signs to departure point and lack of staff at check points and transit area. Apart from that I will fly with Royal Air Maroc again.",7/10,accra london heathrow via casablanca apprehensive flying royal air maroc however checking early morning flight accra pleasantly surprised cabin crew friendly professional seating good plenty leg room arrived early casablanca connection heathrow negative comments ground staff casablanca airport lack information misleading signs departure point lack staff check points transit area apart fly royal air maroc
182,"The flight was fine. The airline crew was hospitable. My problem occurred when I arrived Casablanca. My layover was 17 hrs for which hotel accommodation was promised by the airline. The ticket was bought only because this was part of the package. However upon arrival I was told that there was no available room. I was sent to sit at terminal 12, a room that appears to be a pastry shop. It is disheartening that a company would tarnish it's reputation by treating customers in such a callous manner. I am very disappointed with the service. I eventually paid US $50 at the hotel for a room with a twin bed - and shared bathroom. Dissatisfied customer.",7/10,flight fine airline crew hospitable problem occurred arrived casablanca layover hrs hotel accommodation promised airline ticket bought part package however upon arrival told available room sent sit terminal room appears pastry shop disheartening company would tarnish reputation treating customers callous manner disappointed service eventually paid us hotel room twin bed shared bathroom dissatisfied customer
183,"It was the first time travelling with Royal Air Maroc. Generally good. Nice seats, and the food was of good standard. I'd definitely recommend it, as it is cheap and good value for money. Staff were kind and helpful, and the plane was of good condition. For flying an airline for the first time, it's excellent. Only thing lacking is personal entertainment. Overhead screens showing boring circus show!",3/10,first time travelling royal air maroc generally good nice seats food good standard id definitely recommend cheap good value money staff kind helpful plane good condition flying airline first time excellent thing lacking personal entertainment overhead screens showing boring circus show
184,"Casablanca to Barcelona, and the first time flying RAM for me.  The Boeing 737 aircraft was not very new but it's well kept and clean.  The economy seat is one of the old styles which has thicker padding. The flight departed on time, I was served a hot meal, with a choice of beer or Moroccan red/white wine. The white wine was excellent. Tea and coffee also served. 2 male flight attendants worked in the economy cabin and the pace of service was good.  I paid $100 for a one-way ticket, which includes 1 checked bag. I don't know about medium and long haul flights on RAM but for a short haul flight in economy, this was good. The only thing lacking is personal entertainment.",9/10,casablanca barcelona first time flying ram boeing aircraft new well kept clean economy seat one old styles thicker padding flight departed time served hot meal choice beer moroccan redwhite wine white wine excellent tea coffee also served male flight attendants worked economy cabin pace service good paid oneway ticket includes checked bag dont know medium long haul flights ram short haul flight economy good thing lacking personal entertainment
185,"Lisbon to Conakry via Casablanca with Royal Air Maroc. The aircraft was old with no entertainment and poorly maintained toilets. The upside is the hotel room being offered for long layovers. Yesterday's trip was one of the worst I have experienced. The plane from Casablanca to Conakry was fully booked and the staff was unable to handle boarding. While people were scrambling to board and to place the too many carry-ons in the limited space available, the staff was still stocking the plane, causing havoc, and there were quite aggressive verbal communication between staff and passengers unwilling to surrender their carry-ons. My assigned seat was occupied and a flight attendant asked me to accept an alternative seat, not to inconvenience the passenger who took my seat. After being offered several already taken places and a middle seat that I refused, the same flight attendant angrily told me to just take my seat and relocated the person wrongly seated. Horrible food.",10/10,lisbon conakry via casablanca royal air maroc aircraft old entertainment poorly maintained toilets upside hotel room offered long layovers yesterdays trip one worst experienced plane casablanca conakry fully booked staff unable handle boarding people scrambling board place many carryons limited space available staff still stocking plane causing havoc quite aggressive verbal communication staff passengers unwilling surrender carryons assigned seat occupied flight attendant asked accept alternative seat inconvenience passenger took seat offered several already taken places middle seat refused flight attendant angrily told take seat relocated person wrongly seated horrible food
186,"Lagos to Sao Paulo via Casablanca. We frequently fly long distance between countries and our goal is generally to find the cheapest ticket possible because we've found that flights and services can really vary. We didn't expect great but things ended up being better than our expectation. We had no issues with getting seats and people checking-in were nice. The staff was nice. Food and wine are good. I recommend you take a bottle of water each yourself, but that's a recommendation I would make for any long flight. The amazing part about RAM is that changing the flight generally costs only around 60 euros or so and they don't keep changing their prices. So, if you want a flight that's flexible, go with Royal Air Maroc. We ended up changing our flights twice! Comfort level etc. is okay on the flight, not great but you get the value for your money. Casablanca airport isn't great so try not to choose Royal Air Maroc if you have 12+ hours of stop there (we didn't, and I wouldn't wish that for anybody).",2/10,lagos sao paulo via casablanca frequently fly long distance countries goal generally find cheapest ticket possible weve found flights services really vary didnt expect great things ended better expectation issues getting seats people checkingin nice staff nice food wine good recommend take bottle water thats recommendation would make long flight amazing part ram changing flight generally costs around euros dont keep changing prices want flight thats flexible go royal air maroc ended changing flights twice comfort level etc okay flight great get value money casablanca airport isnt great try choose royal air maroc hours stop didnt wouldnt wish anybody
187,"Onboard Royal Air Maroc flight AT572 this Sunday, November 15th from Casablanca to Tunis. They made us walk from the terminal to the plane. The plane is dirty. Passengers cleaned their seat before sitting. Abviously the plane wasn't cleaned from the food of previous passengers. Sitting in the plane for 30 minutes now. No air-conditioning in the plane and suffocating!",7/10,onboard royal air maroc flight sunday november th casablanca tunis made us walk terminal plane plane dirty passengers cleaned seat sitting abviously plane wasnt cleaned food previous passengers sitting plane minutes airconditioning plane suffocating
188,"My wife and I traveled Royal Air Maroc from Montreal to Barcelona via Casablanca return in September 2015. I was very pleasantly surprised. Starting with the staff at the registration desk in Montreal who managed so that my wife and I could sit together for the trip. We were greeted by a friendly, smiling staff (somewhat less in Casablanca). The aircraft (Boeing 787-8 is new) was very clean and provided a perfect entertainment service, and I, 1m 85, had plenty of space for the legs. The meal with wine (bottle and not in a plastic glass) was hot and tasty. Our flight to go was more enjoyable. As regards to the return, it is regrettable that RAM does not take into account the link between two passengers. It sells tickets and seats in alphabetical order, so that people do not sit together. In our case, on return, this gave rise to a situation where travellers already on board began to negotiate with other passengers of the changes of places to be seated together. There were people who marched in the aisles to their new seats at cross-purpose of those who where boarding with their carry-on baggage. General confusion! I sincerely hope that RAM will solve this problem. Whatever the case, I strongly recommend Royal Air Maroc, a company that seems to be greatly improved.",2/10,wife traveled royal air maroc montreal barcelona via casablanca return september pleasantly surprised starting staff registration desk montreal managed wife could sit together trip greeted friendly smiling staff somewhat less casablanca aircraft boeing new clean provided perfect entertainment service plenty space legs meal wine bottle plastic glass hot tasty flight go enjoyable regards return regrettable ram take account link two passengers sells tickets seats alphabetical order people sit together case return gave rise situation travellers already board began negotiate passengers changes places seated together people marched aisles new seats crosspurpose boarding carryon baggage general confusion sincerely hope ram solve problem whatever case strongly recommend royal air maroc company seems greatly improved
189,"Absolute Nightmare. the Royal Air Maroc flight from JFK to Casablanca was OK. Flight from Casablanca to JFK was supposed to be at 2:55 pm Saturday. A morning check of website and email showed that flight was cancelled and we were rebooked for a flight at 12:30 am. Sunday. Shortly later received an email that it was rescheduled for 4:00 .m. No further emails and website still showed 12:30 am. Got to airport for 4:00 am. flight and found out that it had been rescheduled for 7:00 am. Luckily our tour guide was still with us and he got them to give us a hotel room for a few hours. Boarded on time but then sat in the plane for an hour waiting for every connecting flight to arrive in Casablanca. Then 20 minutes more while they found and removed the luggage of two people who did not arrive (no complaint about that - welcome safety measure). Finally left at 8:20 am. 17+ hours late. During the whole time on the ground and for the first hour or so of the flight there were 5 or 6 children screaming constantly at the top of their lungs. The parents apparently didn't feel any need to try to quiet them. The screaming combined with the nice Moroccan music played while on the ground it made it impossible to read, sleep, or listen to an audiobook. To top it off, US Customs forms were only provided in French so returning US citizens who couldn't read French had to find another passenger who could translate the form for them. In general, this airline is not up to the standards of other airlines. Boarding is just rushing to get near the front of the scrum so as not to be last to board. At JFK this got you onto the jetway but in Casablanca you then had to carry your heavy carry-on down a long flight of stairs, board a bus, and then carry the heavy carry-on up the shaky stairs to the plane (probably an airport not airline issue). JFK to Casablanca, flight attendants did nothing to ensure efficient use of overheads. No announcement about a 45 minute gate hold at JFK. Announcement in Casablanca that plane was being held for connecting passengers was not made right away. Food was skimpy. Nothing on tray to drink. Served coffee and tea after a while but water wasn't brought until after food was eaten. They didn't come around with water during flight but if you knew about it you could go back to the galley and help yourself to water. No beverage service on Casablanca to JFK flight until just before arrival after the dinner trays were given out. By the way, don't buy water at the Casablanca airport to take on the plane. They have security people at the gate go through your luggage to take it away or force you to drink the whole thing right there. There are three security checks: one to get into the airport, one to get into the passenger only gate section, and one at the gate. Don't get rid of your water until the last one. We got rid of the water that we had with us at the second security check then paid $3 for a 50 cent bottle of water to take on the plane but had to give it up or drink it up at the last security check. I had to drink the whole thing there in order to have the empty bottle. My friend had an empty bottle in her bag which was taken away, maybe because she had the cap on it and they didn't realize that it was empty.",8/10,absolute nightmare royal air maroc flight jfk casablanca ok flight casablanca jfk supposed pm saturday morning check website email showed flight cancelled rebooked flight sunday shortly later received email rescheduled emails website still showed got airport flight found rescheduled luckily tour guide still us got give us hotel room hours boarded time sat plane hour waiting every connecting flight arrive casablanca minutes found removed luggage two people arrive complaint welcome safety measure finally left hours late whole time ground first hour flight children screaming constantly top lungs parents apparently didnt feel need try quiet screaming combined nice moroccan music played ground made impossible read sleep listen audiobook top us customs forms provided french returning us citizens couldnt read french find another passenger could translate form general airline standards airlines boarding rushing get near front scrum last board jfk got onto jetway casablanca carry heavy carryon long flight stairs board bus carry heavy carryon shaky stairs plane probably airport airline issue jfk casablanca flight attendants nothing ensure efficient use overheads announcement minute gate hold jfk announcement casablanca plane held connecting passengers made right away food skimpy nothing tray drink served coffee tea water wasnt brought food eaten didnt come around water flight knew could go back galley help water beverage service casablanca jfk flight arrival dinner trays given way dont buy water casablanca airport take plane security people gate go luggage take away force drink whole thing right three security checks one get airport one get passenger gate section one gate dont get rid water last one got rid water us second security check paid cent bottle water take plane give drink last security check drink whole thing order empty bottle friend empty bottle bag taken away maybe cap didnt realize empty
190,"Paris to Marrakech via Casablanca, and while the flight experience was as expected, my connecting 10:30pm flight from Casablanca to Marrakech was abruptly cancelled with no explanation. We waited for 3 hours with other stranded passengers until they arranged a bus to drive everyone 3 hours to the Marrakech airport. They refused to make stops at hotels and saw no sign of customer service. We were treated like a burden. Subsequently, my return flight from Marrakech to Paris was cancelled without my knowledge and the Royal Air Maroc check-in counter brushed me away to the ticket counter (which was vacant). I was luckily rebooked and made that flight, but overall the worst attitude I've seen from an airline.",4/10,paris marrakech via casablanca flight experience expected connecting pm flight casablanca marrakech abruptly cancelled explanation waited hours stranded passengers arranged bus drive everyone hours marrakech airport refused make stops hotels saw sign customer service treated like burden subsequently return flight marrakech paris cancelled without knowledge royal air maroc checkin counter brushed away ticket counter vacant luckily rebooked made flight overall worst attitude ive seen airline
191,"This Royal Air Maroc flight from Casablanca to Berlin was delayed by more than 2 hours and I had to reshedule my connection flight. I have to travel a lot to Casablanca, but Royal Air Maroc is never on time and this is very frustraing. Now I have booked my next flight (in two weeks) and also they canceled this flight and put me on another flight that departs more than 2 hrs earlier. I really don't understand the rating because this airline is under-performing. Unfortunately I cannot change airline because of my route.",2/10,royal air maroc flight casablanca berlin delayed hours reshedule connection flight travel lot casablanca royal air maroc never time frustraing booked next flight two weeks also canceled flight put another flight departs hrs earlier really dont understand rating airline underperforming unfortunately cannot change airline route
192,"Was highly impressed with my first in-flight experience with Royal Air Maroc. Impressed with the meals served, the hospitality and the in-flight entertainment and superb shape of their high-tech Boeing 787 I traveled with during my transit from Morocco to New York, JFK.",3/10,highly impressed first inflight experience royal air maroc impressed meals served hospitality inflight entertainment superb shape hightech boeing traveled transit morocco new york jfk
193,"Checked in online, there was a delayed boarding process which is normal for Ataturk Airport. Boarding process was chaotic, it commenced then the cabincrew refused entry to people on the aircraft and we waited in the airbridge for ten minutes. On board experience was woeful. Crew could not speak basic English. Was given the option of ""meat or beef"" for my meal. Aircraft was filthy and tired looking. Seats were not comfortable. There was nothing about this airline that made me want to fly with them again.",10/10,checked online delayed boarding process normal ataturk airport boarding process chaotic commenced cabincrew refused entry people aircraft waited airbridge ten minutes board experience woeful crew could speak basic english given option meat beef meal aircraft filthy tired looking seats comfortable nothing airline made want fly
194,"Another dreadful experience on this airline. Checked in online but was advised at the airport that customs do not accept online printed boarding passes so I needed to check in again at the airport. This was an easy enough process. Prepare for many passport and security checks at Casablanca Airport. Boarded about 30 mins late and arrived late into Ataturk due to heavy traffic. Inflight experience was not nice. Cabin temperature was cold, then too hot for most of the flight. Food was average, inflight service was not nice. Staff were surly for the whole flight. I will try not to fly with this airline in the future.",2/10,another dreadful experience airline checked online advised airport customs accept online printed boarding passes needed check airport easy enough process prepare many passport security checks casablanca airport boarded mins late arrived late ataturk due heavy traffic inflight experience nice cabin temperature cold hot flight food average inflight service nice staff surly whole flight try fly airline future
195,The aircraft was a chartered Boeing 767-300 from a Portuguese company. It was very old and the worst confort I experienced in the last 2 years. Seats were very old. Quality of Food was miserable. Portuguese airline Flight attendants could barely understand any language but Portuguese. Royal Air Maroc is abusing its monopoly of YUL-CMN route and not respecting customers.,1/10,aircraft chartered boeing portuguese company old worst confort experienced last years seats old quality food miserable portuguese airline flight attendants could barely understand language portuguese royal air maroc abusing monopoly yulcmn route respecting customers
196,My first time with Air Maroc and I was pleasantly surprised. Both flights (Marra to Casa en Casa to A'dam) departed right on time. Casa to A'dam had meal service (at no extra cost) with a choice of chicken or fish. The female flight attendant in 1st class (which I didn't use) was very friendly however the two male attendants in economy were quite surly. All in all not a bad experience!,2/10,first time air maroc pleasantly surprised flights marra casa en casa adam departed right time casa adam meal service extra cost choice chicken fish female flight attendant st class didnt use friendly however two male attendants economy quite surly bad experience
197,AT200 April 28th CMN-JFK. Flew in the new Dreamliner flight was OK the food was horrible staff friendly at times except for one very rude attendant.,6/10,april th cmnjfk flew new dreamliner flight ok food horrible staff friendly times except one rude attendant
198,Check in was rapid in Marrakech. We were allowed 2 suitcases of 23 kg each. Entertainment was OK during flight. Food was OK. The fish was good. My hungry wife asked for a second meal. The arm rests of our seats were falling apart and glued with some glue that did not work. The staff were friendly. We flew Marrakech-Casablanca-Montreal.,6/10,check rapid marrakech allowed suitcases kg entertainment ok flight food ok fish good hungry wife asked second meal arm rests seats falling apart glued glue work staff friendly flew marrakechcasablancamontreal
199,12 April 2015 from Lisbon to Casablanca: I liked: 1) Flight on schedule. 2) Good pilot skills on landing. 3) Good leg room. What I didn't like: 1) The stewardesses were very unfriendly and rude with no smiles. 2) Drinks and food were below average. I was served a dry sandwich made several days ago. 2) There were dry splashes of food/drinks on the seats. 3) Old plane 737-800 that surely needs to be replaced.,7/10,april lisbon casablanca liked flight schedule good pilot skills landing good leg room didnt like stewardesses unfriendly rude smiles drinks food average served dry sandwich made several days ago dry splashes fooddrinks seats old plane surely needs replaced
200,I flew business class on Royal Air Maroc AT 200 last April 9 2015 from Casablanca to New York JFK. The flight was 1.5 hours late which caused me to miss my connecting flight to California by 10 minutes. The RAM representatives at JFK seemed eager to go home and did not assist the 3 or 4 of us who missed our connections. They refused to provide hotel or meal vouchers and basically left us stranded. We asked to speak to the manager but after waiting for a long time they said that the manager will not show up. RAM seems not to have heard of customer service.,4/10,flew business class royal air maroc last april casablanca new york jfk flight hours late caused miss connecting flight california minutes ram representatives jfk seemed eager go home assist us missed connections refused provide hotel meal vouchers basically left us stranded asked speak manager waiting long time said manager show ram seems heard customer service
201,Geneva-Casablanca AT931. The flight with RAM was a pleasure. Brand new and very clean Boeing 737-800 CN-ROS on time. Good legroom clean and brand new! Nice smiling and professional cabin crew all announcements in Arabic French and English. Decent hot meal (chicken and fish to choose from). No IFE but a duty free was available on this airplane. Very good flight.,1/10,genevacasablanca flight ram pleasure brand new clean boeing cnros time good legroom clean brand new nice smiling professional cabin crew announcements arabic french english decent hot meal chicken fish choose ife duty free available airplane good flight
